trial,trialtype,target,response
683,4,-0.98,0.4660295366687578
684,1,-0.98,-0.6837447629492165
685,2,0.98,0.800429243141896
686,3,0.98,0.48376044080826835
687,4,-0.98,0.6267808379312768
688,1,-0.98,-0.6722904957593836
689,2,0.98,0.7709934357056631
690,3,0.98,0.6144045943107185
691,4,-0.98,0.5149379757115482
692,1,-0.98,-0.6910869674888698
693,2,0.98,0.7201501965862406
694,3,0.98,0.7443419024889055
695,4,-0.98,0.21695236597744513
696,1,-0.98,-0.24359308605726648
697,2,0.98,0.7553556074534941
698,3,0.98,0.7653263648255734
699,4,-0.98,0.5003486971747545
700,1,-0.98,-0.4951787420830178
701,2,0.98,0.6316114231983257
702,3,0.98,0.24341383310770354
703,4,-0.98,0.3211211571542039
704,1,-0.98,-0.7638414755958236
705,2,0.98,0.7494701205227707
706,3,0.98,0.7369892642268181
707,4,-0.98,0.1531865705584365
708,1,-0.98,-0.5982964914955993
709,2,0.98,0.6568456194563504
710,3,0.98,0.4980267698199911
711,4,-0.98,0.32017021081229796
712,1,-0.98,-0.5738621890281623
713,2,0.98,0.8321147625594048
714,3,0.98,0.5927390083938133
715,4,-0.98,0.25998298490446875
716,1,-0.98,-0.6109728735654627
717,2,0.98,0.8011672834191733
718,3,0.98,0.5787388512403832
719,4,-0.98,0.2990394801377135
720,1,-0.98,-0.6636528421488126
721,2,0.98,0.7270711823559255
722,3,0.98,0.41209553396776233
723,4,-0.98,0.2885218251602044
724,1,-0.98,-0.5780327545535726
725,2,0.98,0.48482473319120944
726,3,0.98,0.7031892411209347
727,4,-0.98,0.38417878441423386
728,1,-0.98,-0.7419777685626319
729,2,0.98,0.7571675184736958
730,3,0.98,0.3979339718565553
731,4,-0.98,-0.12519417576803393
732,1,-0.98,-0.6454793935303518
733,2,0.98,0.8523901465591607
734,3,0.98,0.4963985049424139
735,4,-0.98,0.3216193828817264
736,1,-0.98,-0.6187130572466231
737,2,0.98,0.6943338298999032
738,3,0.98,0.7200315210148043
739,4,-0.98,0.3931388781599726
740,1,-0.98,-0.6107280532818301
741,2,0.98,0.668939875541093
742,3,0.98,0.6373077249118402
743,4,-0.98,0.522848225424223
744,1,-0.98,-0.7660502405103009
745,2,0.98,0.7832661609402942
746,3,0.98,0.5940296122851848
747,4,-0.98,0.2103795836090017
748,1,-0.98,-0.7206231901975824
749,2,0.98,-0.23735428906231765
750,3,0.98,0.10254912167801822
751,4,-0.98,0.3833691295755076
752,1,-0.98,-0.668320704959779
753,2,0.98,0.423236246980091
754,3,0.98,0.47747861274455605
755,4,-0.98,0.404463461871628
756,1,-0.98,-0.7639686290052801
757,2,0.98,0.6818865124805508
758,3,0.98,0.569176937260898
759,4,-0.98,0.42038342639486376
760,1,-0.98,-0.7279587229567422
761,2,0.98,0.699979797129356
762,3,0.98,0.44502608402692495
763,4,-0.98,0.1979218764233339
764,1,-0.98,-0.7086914483334896
765,2,0.98,0.7315248048106974
766,3,0.98,0.6703785981661746
767,4,-0.98,0.5334161254321692
768,1,-0.98,-0.6238666406680535
769,2,0.98,0.6628890982750874
770,3,0.98,0.7247996161462791
771,4,-0.98,0.5932776104717165
772,1,-0.98,-0.8093758748276396
773,2,0.98,0.788470140425748
774,3,0.98,0.5319876833627314
775,4,-0.98,0.32825670261047735
776,1,-0.98,-0.6464226297552762
777,2,0.98,0.3047984062975525
778,3,0.98,0.39483717936454343
779,4,-0.98,0.4651349649971685
780,1,-0.98,-0.7299973728409761
781,2,0.98,0.7703563247855857
782,3,0.98,0.5639552255349679
783,4,-0.98,0.48403783943397105
784,1,-0.98,-0.6003240945838266
785,2,0.98,0.7752132308735361
786,3,0.98,0.6428855313971039
787,4,-0.98,0.3449364419264237
788,1,-0.98,-0.5289100740051558
789,2,0.98,0.7204757605457968
790,3,0.98,0.6904627462068104
791,4,-0.98,0.3074591170550297
792,1,-0.98,-0.6731884167247992
793,2,0.98,0.6357513187090789
794,3,0.98,0.6746581016107196
795,4,-0.98,0.29907275168520503
796,1,-0.98,-0.6050228650884055
797,2,0.98,0.7585627797246949
798,3,0.98,0.4980815962326657
799,4,-0.98,0.533697973795171
800,1,-0.98,-0.5534424352431581
801,2,0.98,0.7661735793400296
802,3,0.98,0.5768233102821487
803,4,-0.98,0.5469938818897657
804,1,-0.98,-0.6827652488293044
805,2,0.98,0.8114692887579301
806,3,0.98,0.5673798261106271
807,4,-0.98,-0.005423241337439715
808,1,-0.98,-0.6973540753005371
809,2,0.98,0.8331941705853966
810,3,0.98,0.5323419042659719
811,4,-0.98,-0.24497736296814573
812,1,-0.98,-0.6848068073212661
813,2,0.98,0.8820662409991075
814,3,0.98,0.5937035238823497
815,4,-0.98,0.11406345534266427
816,1,-0.98,-0.773029923689464
817,2,0.98,0.7572416731853346
818,3,0.98,0.22719532028201733
819,4,-0.98,0.3852899304235848
820,1,-0.98,-0.705766086943599
821,2,0.98,0.24549699450557186
822,3,0.98,0.6353812163027005
823,4,-0.98,0.011889366689004637
824,1,-0.98,-0.5575232014845746
825,2,0.98,0.150572697018598
826,3,0.98,0.28791950027937263
827,4,-0.98,0.4939589859762256
828,1,-0.98,-0.7692135342579318
829,2,0.98,0.672690207796967
830,3,0.98,0.6030613163693287
831,4,-0.98,0.3009403925104499
832,1,-0.98,-0.7335610928195603
833,2,0.98,0.7071444039135442
834,3,0.98,0.7391928278359514
835,4,-0.98,0.43530526330136055
836,1,-0.98,-0.6971653429551984
837,2,0.98,0.564878736998978
838,3,0.98,0.40013726850156345
839,4,-0.98,0.2899616481682599
840,1,-0.98,-0.6763740554569242
841,2,0.98,0.1918054072992531
842,3,0.98,0.7567887488150615
843,4,-0.98,0.7142909745120111
844,1,-0.98,-0.7691995224348089
845,2,0.98,-0.33382619684034626
846,3,0.98,0.6453890169930092
847,4,-0.98,0.5729201294360282
848,1,-0.98,-0.7604225997401081
849,2,0.98,0.4738696355845453
850,3,0.98,0.6349983219375623
851,4,-0.98,0.6738462748522179
852,1,-0.98,-0.7164699318939104
853,2,0.98,0.07526276875268438
854,3,0.98,0.664904612374062
855,4,-0.98,0.43957259525862175
856,1,-0.98,-0.7217482477122177
857,2,0.98,-0.04438497560471427
858,3,0.98,0.716697624186862
859,4,-0.98,0.47155216735329863
860,1,-0.98,-0.7448111551894511
861,2,0.98,0.5594530264939526
862,3,0.98,0.6394730197478444
863,4,-0.98,0.4899154622936075
864,1,-0.98,-0.6647669680047598
865,2,0.98,-0.11203876267556642
866,3,0.98,0.42290914826337367
867,4,-0.98,0.5159419278627344
868,1,-0.98,-0.5895743935401859
869,2,0.98,-0.0980812015028088
870,3,0.98,0.7491243411282067
871,4,-0.98,0.6308213682555528
872,1,-0.98,-0.680152277093267
873,2,0.98,-0.03866895920022877
874,3,0.98,0.5337274757128692
875,4,-0.98,0.05054881815040277
876,1,-0.98,-0.6074745477270492
877,2,0.98,-0.492962819437104
878,3,0.98,0.5709077699867455
879,4,-0.98,0.4356205011328886
880,1,-0.98,-0.7521243504922445
881,2,0.98,0.3296577524140889
882,3,0.98,0.4599708475785105
883,4,-0.98,0.32382698311653535
884,1,-0.98,-0.7640559072169645
885,2,0.98,0.01678811056099745
886,3,0.98,0.7560837136567256
887,4,-0.98,0.6265218275417808
888,1,-0.98,-0.7413814644457789
889,2,0.98,0.7074493731608587
890,3,0.98,0.6649319477737243
891,4,-0.98,0.04305832180133951
892,1,-0.98,-0.7396342690991946
893,2,0.98,0.05590980714055178
894,3,0.98,0.6692669750796096
895,4,-0.98,0.600652441763025
896,1,-0.98,-0.8000634112939975
897,2,0.98,0.13248798096116537
898,3,0.98,0.628587728051655
899,4,-0.98,-0.08282947082380168
900,1,-0.98,-0.7087845680243359
901,2,0.98,0.00269233687130982
902,3,0.98,0.5696722188440818
903,4,-0.98,0.1889890865375928
904,1,-0.98,-0.6173905373766797
905,2,0.98,0.27618404243474287
906,3,0.98,0.591840047129557
907,4,-0.98,0.24873613563851238
908,1,-0.98,-0.5330170562060069
909,2,0.98,-0.08050544274271618
910,3,0.98,0.7534525892601134
911,4,-0.98,0.233396889769744
912,1,-0.98,-0.6515849025426798
913,2,0.98,0.14594297154222247
914,3,0.98,0.4970425757174788
915,4,-0.98,0.16434439281409774
916,1,-0.98,-0.7654633001407825
917,2,0.98,0.0647087451213326
918,3,0.98,0.7564337556919573
919,4,-0.98,0.15927656992704078
920,1,-0.98,-0.7724190342724002
921,2,0.98,0.620907619032202
922,3,0.98,0.6563489717348951
923,4,-0.98,0.25171271039789883
924,1,-0.98,-0.8215636895941939
925,2,0.98,0.3060002240975301
926,3,0.98,0.6562345078195592
927,4,-0.98,0.2560327056710466
928,1,-0.98,-0.7964674546074698
929,2,0.98,0.6534905976322618
930,3,0.98,0.537384975684987
931,4,-0.98,0.4840028611525224
932,1,-0.98,-0.8041010957905093
933,2,0.98,0.6048437425347724
934,3,0.98,0.6024333605409182
935,4,-0.98,0.10535517364178221
936,1,-0.98,-0.7257902071717585
937,2,0.98,0.39465110539097764
938,3,0.98,0.533540701657626
939,4,-0.98,-0.024816467234257622
940,1,-0.98,-0.7899843591768192
941,2,0.98,0.6321075841469715
942,3,0.98,0.5514609901703095
943,4,-0.98,0.37799006203084323
944,1,-0.98,-0.6561596939779472
945,2,0.98,0.5380830208922031
946,3,0.98,0.37236717620428084
947,4,-0.98,0.5841865669036559
948,1,-0.98,-0.842614350232606
949,2,0.98,0.6567655980255029
950,3,0.98,0.49456717167952013
951,4,-0.98,0.021109101996168663
952,1,-0.98,-0.7688210985931186
953,2,0.98,0.36948719800336005
954,3,0.98,0.7456955707080367
955,4,-0.98,0.44696773677572854
956,1,-0.98,-0.8241126070804219
957,2,0.98,0.7388979485740435
958,3,0.98,0.5358027770437789
959,4,-0.98,0.3328515764410176
960,1,-0.98,-0.7838120075166447
961,2,0.98,0.8062621890223011
962,3,0.98,0.6159507276825733
963,4,-0.98,0.17211882046985466
964,1,-0.98,-0.7859987187566699
965,2,0.98,0.6120404264249443
966,3,0.98,0.4555952770313306
967,4,-0.98,0.4830595089988538
968,1,-0.98,-0.7466259374471635
969,2,0.98,0.6829661755617177
970,3,0.98,0.5940885264098317
971,4,-0.98,0.5219506722512883
972,1,-0.98,-0.792197602790552
973,2,0.98,0.48633007001085843
974,3,0.98,0.6522112976615637
975,4,-0.98,0.05574850531184955
976,1,-0.98,-0.7842578162270786
977,2,0.98,0.28640036381052436
978,3,0.98,0.49944921149421034
979,4,-0.98,0.5079442156414393
980,1,-0.98,-0.8444502912762426
981,2,0.98,0.6821686177928491
982,3,0.98,0.6559547495537881
983,4,-0.98,0.3099511981955776
984,1,-0.98,-0.7446526665747712
985,2,0.98,0.5372631340498558
986,3,0.98,0.6123658955044922
987,4,-0.98,0.4760066570451747
988,1,-0.98,-0.7786116573467057
989,2,0.98,0.5064288414857313
990,3,0.98,0.5033094238052334
991,4,-0.98,0.413952651549606
992,1,-0.98,-0.8295431356938494
993,2,0.98,0.7875166066549795
994,3,0.98,0.6583447725900169
995,4,-0.98,0.3403371177393653
996,1,-0.98,-0.8251852819164238
997,2,0.98,0.8121697707162417
998,3,0.98,0.6113926490864267
999,4,-0.98,0.31126411797527276
1000,1,-0.98,-0.8150312224893671
1001,2,0.98,0.7271646243071882
1002,3,0.98,0.5868063874958743
1003,4,-0.98,0.4117319512660425
1004,1,-0.98,-0.8210962757786385
1005,2,0.98,0.8180684641980375
1006,3,0.98,0.6282429799638055
1007,4,-0.98,0.3353557028241144
1008,1,-0.98,-0.8121016665902425
1009,2,0.98,0.7338948393102993
1010,3,0.98,0.7367307570969243
1011,4,-0.98,0.4049010051461802
1012,1,-0.98,-0.8671855654166929
1013,2,0.98,0.6336060171968739
1014,3,0.98,0.7770907860477367
1015,4,-0.98,0.6555274945750985
1016,1,-0.98,-0.8657880338391849
1017,2,0.98,0.43305403710905854
1018,3,0.98,0.5950819126278337
1019,4,-0.98,0.2773549973256043
1020,1,-0.98,-0.8405758024603847
1021,2,0.98,0.4513409577759147
1022,3,0.98,0.7029448327575704
1023,4,-0.98,0.6015814670024351
1024,1,-0.98,-0.8232367240427048
1025,2,0.98,0.7596677345123678
1026,3,0.98,0.5426488966245977
1027,4,-0.98,0.2862961400528234
1028,1,-0.98,-0.8670245637523488
1029,2,0.98,0.9365788003002983
1030,3,0.98,0.699230786768923
1031,4,-0.98,0.31150902255719726
1032,1,-0.98,-0.8033764119043585
1033,2,0.98,0.6725379153664937
1034,3,0.98,0.6192630568400347
1035,4,-0.98,0.32147585946172674
1036,1,-0.98,-0.8306350388843031
1037,2,0.98,0.865743387380106
1038,3,0.98,0.4922834519499294
1039,4,-0.98,0.3688883397648443
1040,1,-0.98,-0.870510193045194
1041,2,0.98,0.9040807551268357
1042,3,0.98,0.728782646939069
1043,4,-0.98,0.34586858402056975
1044,1,-0.98,-0.7917571970247379
1045,2,0.98,0.8627544197732907
1046,3,0.98,0.6397459914062198
1047,4,-0.98,0.4217454246613501
1048,1,-0.98,-0.7823592101990933
1049,2,0.98,0.8000794817793876
1050,3,0.98,0.7651369096054979
1051,4,-0.98,0.5652705472324312
1052,1,-0.98,-0.8299926088611846
1053,2,0.98,0.5857540328534225
1054,3,0.98,0.5629459317761488
1055,4,-0.98,0.3757533768066874
1056,1,-0.98,-0.8654118921030061
1057,2,0.98,0.7540584957658634
1058,3,0.98,0.6905827860330742
1059,4,-0.98,0.29769434651639115
1060,1,-0.98,-0.8792081260928009
1061,2,0.98,0.7789777827040558
1062,3,0.98,0.7863208599193052
1063,4,-0.98,0.42774922700029067
1064,1,-0.98,-0.8106752450263388
1065,2,0.98,0.785028894667889
1066,3,0.98,0.5562628942363101
1067,4,-0.98,0.3978896443315345
1068,1,-0.98,-0.8481409491507079
1069,2,0.98,0.7081318031820991
1070,3,0.98,0.6868054904177414
1071,4,-0.98,0.6384171746842535
1072,1,-0.98,-0.8734982093973721
1073,2,0.98,0.8908621520509084
1074,3,0.98,0.6284342118826379
1075,4,-0.98,0.22580648992482014
1076,1,-0.98,-0.8524818011868369
1077,2,0.98,0.7731179912006271
1078,3,0.98,0.6247208646011531
1079,4,-0.98,0.32885339107320044
1080,1,-0.98,-0.8867332956764533
1081,2,0.98,0.6571236475929318
1082,3,0.98,0.7857590873051495
1083,4,-0.98,0.3263562931310094
1084,1,-0.98,-0.818194947511617
1085,2,0.98,0.8081670813402017
1086,3,0.98,0.7240735487490938
1087,4,-0.98,0.08195675568758563
1088,1,-0.98,-0.8291583053245815
1089,2,0.98,0.6917146528717546
1090,3,0.98,0.7501988961307734
1091,4,-0.98,0.432800301049325
1092,1,-0.98,-0.7674784836474988
1093,2,0.98,0.5712794179804905
1094,3,0.98,0.6893582771125129
1095,4,-0.98,0.12755074204385777
1096,1,-0.98,-0.8603350593539383
1097,2,0.98,0.7532621721535113
1098,3,0.98,0.5512675652232583
1099,4,-0.98,0.2720815646818731
1100,1,-0.98,-0.9147430420643521
1101,2,0.98,0.673773780883619
1102,3,0.98,0.6053634448880536
1103,4,-0.98,0.21175349469012436
1104,1,-0.98,-0.8564034499682645
1105,2,0.98,0.8406488109514307
1106,3,0.98,0.5283366872144812
1107,4,-0.98,0.3974901398374986
1108,1,-0.98,-0.8594377557589231
1109,2,0.98,0.8272206451925043
1110,3,0.98,0.599121487974791
1111,4,-0.98,-0.03480026619561764
1112,1,-0.98,-0.8398599532324498
1113,2,0.98,0.8674698064070197
1114,3,0.98,0.6960479110422023
1115,4,-0.98,0.23430716947671815
1116,1,-0.98,-0.8670167245488727
1117,2,0.98,0.8451453579364887
1118,3,0.98,0.5351981114892203
1119,4,-0.98,0.09507321081996724
1120,1,-0.98,-0.8354648287695114
1121,2,0.98,0.8795795058713749
1122,3,0.98,0.4914224468118063
1123,4,-0.98,0.29046637710781564
1124,1,-0.98,-0.8771530648235852
1125,2,0.98,0.8324946461453164
1126,3,0.98,0.4742605336982429
1127,4,-0.98,-0.0064405941819412945
1128,1,-0.98,-0.8753208288930427
1129,2,0.98,0.7546660275315563
1130,3,0.98,0.5870014863471926
1131,4,-0.98,0.15851196036377901
1132,1,-0.98,-0.824752158521729
1133,2,0.98,0.7915773657295815
1134,3,0.98,0.6790522125285922
1135,4,-0.98,0.38439454478919105
1136,1,-0.98,-0.797549685905476
1137,2,0.98,0.8822000442094111
1138,3,0.98,0.807094192134068
1139,4,-0.98,-0.3726542274616374
1140,1,-0.98,-0.7593284119355619
1141,2,0.98,0.6941425835351802
1142,3,0.98,0.5652302404861813
1143,4,-0.98,0.15726165695727373
1144,1,-0.98,-0.891187886291329
1145,2,0.98,0.8064119508897072
1146,3,0.98,0.5519803454060048
1147,4,-0.98,0.18764078243920218
1148,1,-0.98,-0.846762415368655
1149,2,0.98,0.8731683980079938
1150,3,0.98,0.6792517952967243
1151,4,-0.98,-0.01924659012042848
1152,1,-0.98,-0.8084415360602788
1153,2,0.98,0.9016543651747533
1154,3,0.98,0.7067983597346315
1155,4,-0.98,0.19415198543541684
1156,1,-0.98,-0.8612150692894875
1157,2,0.98,0.8527696461347051
1158,3,0.98,0.6528675649023163
1159,4,-0.98,0.28951334126474554
1160,1,-0.98,-0.8696396961783097
1161,2,0.98,0.8576169202235036
1162,3,0.98,0.7069548861950236
1163,4,-0.98,-0.12772297437004881
1164,1,-0.98,-0.8835903453013512
1165,2,0.98,0.8588165061262397
1166,3,0.98,0.5395475761014419
1167,4,-0.98,0.3530161895493159
1168,1,-0.98,-0.8693367444919873
1169,2,0.98,0.7401944438774071
1170,3,0.98,0.6279169273223796
1171,4,-0.98,0.11821293063502429
1172,1,-0.98,-0.876394195502527
1173,2,0.98,0.8664616481798197
1174,3,0.98,0.5893908729446666
1175,4,-0.98,-0.15819070670586985
1176,1,-0.98,-0.8445898287807683
1177,2,0.98,0.8841053689348181
1178,3,0.98,0.7074574964812256
1179,4,-0.98,0.1039729612740647
1180,1,-0.98,-0.8371360541244
1181,2,0.98,0.851170069303474
1182,3,0.98,0.6362079330210509
1183,4,-0.98,0.03672240560089243
1184,1,-0.98,-0.9203726154289433
1185,2,0.98,0.8402752698801915
1186,3,0.98,0.7494367938796284
1187,4,-0.98,0.06758376640658846
1188,1,-0.98,-0.8957465296112058
1189,2,0.98,0.750613697961788
1190,3,0.98,0.617434990414209
1191,4,-0.98,-0.03482823840079165
1192,1,-0.98,-0.8818994223709495
1193,2,0.98,0.8181826117839543
1194,3,0.98,0.6567312420021229
1195,4,-0.98,-0.0220264648801783
1196,1,-0.98,-0.8015960974165781
1197,2,0.98,0.7681597988802658
1198,3,0.98,0.6313134816010968
1199,4,-0.98,-0.0517018164478567
1200,1,-0.98,-0.8708898412456756
1201,2,0.98,0.8710486180033548
1202,3,0.98,0.2730079295293761
1203,4,-0.98,-0.03176901545568081
1204,1,-0.98,-0.8132145805392625
1205,2,0.98,0.829707628339122
1206,3,0.98,0.4592094018927117
1207,4,-0.98,0.15758258052557345
1208,1,-0.98,-0.8842191283292524
1209,2,0.98,0.733446356463744
1210,3,0.98,0.7311566511695472
1211,4,-0.98,0.0016900454790311176
1212,1,-0.98,-0.8260606300379764
1213,2,0.98,0.7689473088367209
1214,3,0.98,0.4505524922220828
1215,4,-0.98,-0.2126280421186883
1216,1,-0.98,-0.8699896029602014
1217,2,0.98,0.7491590638953921
1218,3,0.98,0.7465951128873154
1219,4,-0.98,0.1967144104041032
1220,1,-0.98,-0.9018742566231203
1221,2,0.98,0.8952514426319211
1222,3,0.98,0.7568705511376523
1223,4,-0.98,0.061910995423145404
1224,1,-0.98,-0.8966219437594931
1225,2,0.98,0.8739194907197766
1226,3,0.98,0.7840770543167889
1227,4,-0.98,-0.0602576477520229
1228,1,-0.98,-0.8450745396958125
1229,2,0.98,0.706641329961157
1230,3,0.98,0.6727984503244232
1231,4,-0.98,-0.4193798304850103
1232,1,-0.98,-0.8573822107150005
1233,2,0.98,0.8557072318101748
1234,3,0.98,0.5590222418234857
1235,4,-0.98,0.03418589264087503
1236,1,-0.98,-0.8617919090716825
1237,2,0.98,0.8644732597593756
1238,3,0.98,0.7114276156419614
1239,4,-0.98,0.24732081599582809
1240,1,-0.98,-0.8682583129106767
1241,2,0.98,0.7630470088925415
1242,3,0.98,0.7464706570031504
1243,4,-0.98,0.0736980653588501
1244,1,-0.98,-0.8253700423547721
1245,2,0.98,0.774029274637357
1246,3,0.98,0.5713009253877135
1247,4,-0.98,0.21523712301001816
1248,1,-0.98,-0.8961823854427817
1249,2,0.98,0.8367860688590241
1250,3,0.98,0.6478858606230035
1251,4,-0.98,0.2579769010223033
1252,1,-0.98,-0.8732301851699028
1253,2,0.98,0.9326219527548161
1254,3,0.98,0.6774204096220934
1255,4,-0.98,0.29655874949218614
1256,1,-0.98,-0.8721337842755326
1257,2,0.98,0.9156337500258258
1258,3,0.98,0.53786313092533
1259,4,-0.98,0.6140282036174153
1260,1,-0.98,-0.9036106378189797
1261,2,0.98,0.8952112901421365
1262,3,0.98,0.5315556303945231
1263,4,-0.98,0.06994716917365486
1264,1,-0.98,-0.8922771539236488
1265,2,0.98,0.7454391029236795
1266,3,0.98,0.7215976337147536
1267,4,-0.98,-0.004571785648474258
1268,1,-0.98,-0.8975424715535382
1269,2,0.98,0.9036490363705357
1270,3,0.98,0.4503911984512606
1271,4,-0.98,0.09246135056393283
1272,1,-0.98,-0.8595489713571206
1273,2,0.98,0.7479293679653576
1274,3,0.98,0.6228336791292497
1275,4,-0.98,0.5593407907117419
1276,1,-0.98,-0.8549628205997953
1277,2,0.98,0.8858659559531794
1278,3,0.98,0.748362178744807
1279,4,-0.98,0.047803052950149624
1280,1,-0.98,-0.8691220353992694
1281,2,0.98,0.9359355711880922
1282,3,0.98,0.4803324668667689
1283,4,-0.98,-0.03881209758467128
1284,1,-0.98,-0.8850139681521845
1285,2,0.98,0.5362280882186523
1286,3,0.98,0.5804579042115685
1287,4,-0.98,0.014406691209968412
1288,1,-0.98,-0.8436361325979976
1289,2,0.98,0.7546044656296879
1290,3,0.98,0.5321660927895454
1291,4,-0.98,0.021489508788456756
1292,1,-0.98,-0.8580002883049409
1293,2,0.98,0.9034911478687893
1294,3,0.98,0.5879103263183484
1295,4,-0.98,0.12400264934957
1296,1,-0.98,-0.8855000571622321
1297,2,0.98,0.8905728480193228
1298,3,0.98,0.585485999560577
1299,4,-0.98,-0.02854885272251864
1300,1,-0.98,-0.8300368036809922
1301,2,0.98,0.6390075546694898
1302,3,0.98,0.6115892395379977
1303,4,-0.98,-0.20665992325335913
1304,1,-0.98,-0.838911961518679
1305,2,0.98,0.5688749148459764
1306,3,0.98,0.5771668030097948
1307,4,-0.98,0.19156998876986553
1308,1,-0.98,-0.903007487420946
1309,2,0.98,0.847795703463531
1310,3,0.98,0.2030132973832552
1311,4,-0.98,-0.510680101008936
1312,1,-0.98,-0.8638423065299141
1313,2,0.98,0.8727931885048902
1314,3,0.98,0.6601756084799753
1315,4,-0.98,-0.028844553370182466
1316,1,-0.98,-0.8262515153753438
1317,2,0.98,0.8132316877795962
1318,3,0.98,0.6285014604119721
1319,4,-0.98,0.16008942346559185
1320,1,-0.98,-0.8395212245813117
1321,2,0.98,0.5815421287677817
1322,3,0.98,0.52383709685801
1323,4,-0.98,-0.48743632538973924
1324,1,-0.98,-0.8961350130275947
1325,2,0.98,0.9014592258811714
1326,3,0.98,0.7252989154202887
1327,4,-0.98,-0.19367640629817293
1328,1,-0.98,-0.9301573674802399
1329,2,0.98,0.7870341737861257
1330,3,0.98,0.76254562398366
1331,4,-0.98,0.3643124904246917
1332,1,-0.98,-0.8144631491520682
1333,2,0.98,0.7667144424538427
1334,3,0.98,0.5223937545165067
1335,4,-0.98,-0.052543706134714964
1336,1,-0.98,-0.8438794157647255
1337,2,0.98,0.9026697446950567
1338,3,0.98,0.5707526637617433
1339,4,-0.98,-0.256527458060209
1340,1,-0.98,-0.8511576252778821
1341,2,0.98,0.6006381816177416
1342,3,0.98,0.8571249874987631
1343,4,-0.98,-0.027611521204227454
1344,1,-0.98,-0.8770545384003704
1345,2,0.98,0.7818790953443778
1346,3,0.98,0.8352504238822966
