trial,trialtype,target,response
1347,4,-0.98,-0.28584002200956754
1348,1,-0.98,-0.8513845935911257
1349,2,0.98,0.8514824307429725
1350,3,0.98,0.8224869674469317
1351,4,-0.98,-0.08513394832201164
1352,1,-0.98,-0.8656894882379392
1353,2,0.98,0.9272012730860212
1354,3,0.98,0.7621897301347635
1355,4,-0.98,-0.007047460007822339
1356,1,-0.98,-0.9055136473605903
1357,2,0.98,0.8819573569866951
1358,3,0.98,0.6942066847682152
1359,4,-0.98,0.29295296782392316
1360,1,-0.98,-0.8944333308337034
1361,2,0.98,0.6386808437897737
1362,3,0.98,0.7677352691352067
1363,4,-0.98,-0.01784662066544672
1364,1,-0.98,-0.8939766127779664
1365,2,0.98,0.848386117148761
1366,3,0.98,0.6608105938203042
1367,4,-0.98,-0.04918066479779494
1368,1,-0.98,-0.8762654934520681
1369,2,0.98,0.9068331494850193
1370,3,0.98,0.7535177758171991
1371,4,-0.98,-0.012925880465829567
1372,1,-0.98,-0.8567010481663481
1373,2,0.98,0.8775188986843083
1374,3,0.98,0.6936399864507684
1375,4,-0.98,0.21841926823984484
1376,1,-0.98,-0.8921534613112165
1377,2,0.98,0.8645448568745977
1378,3,0.98,0.8210600987121154
1379,4,-0.98,0.38546282520168856
1380,1,-0.98,-0.8698881407566286
1381,2,0.98,0.7285021901110229
1382,3,0.98,0.7291904704699173
1383,4,-0.98,-0.3122709100863602
1384,1,-0.98,-0.8728804647686532
1385,2,0.98,0.7873378858716196
1386,3,0.98,0.7922679764518081
1387,4,-0.98,0.09414290186836176
1388,1,-0.98,-0.8514660085938616
1389,2,0.98,0.8902845653316483
1390,3,0.98,0.761022306614436
1391,4,-0.98,-0.3843338271251383
1392,1,-0.98,-0.8840504032086411
1393,2,0.98,0.8181959130010665
1394,3,0.98,0.695242198603444
1395,4,-0.98,-0.33520545015872916
1396,1,-0.98,-0.8921842595319617
1397,2,0.98,0.912646264608796
1398,3,0.98,0.6484141431224487
1399,4,-0.98,0.16505856505743732
1400,1,-0.98,-0.9523646330870861
1401,2,0.98,0.6933259218976502
1402,3,0.98,0.7499135752153464
1403,4,-0.98,0.2570207928817527
1404,1,-0.98,-0.9125764131250295
1405,2,0.98,0.8309502905559933
1406,3,0.98,0.6810985135259965
1407,4,-0.98,-0.10004826898271674
1408,1,-0.98,-0.8718068827553901
1409,2,0.98,-0.377657715300022
1410,3,0.98,0.5921121761831477
1411,4,-0.98,-0.37387287925099716
1412,1,-0.98,-0.8910606795901357
1413,2,0.98,0.7026823780953766
1414,3,0.98,0.7527026151211275
1415,4,-0.98,0.13143295421385895
1416,1,-0.98,-0.8680651106781612
1417,2,0.98,0.8145277051954517
1418,3,0.98,0.7920519023364896
1419,4,-0.98,-0.23251394762699137
1420,1,-0.98,-0.8686806044004194
1421,2,0.98,0.7357592238402899
1422,3,0.98,0.7662934202153432
1423,4,-0.98,-0.0771046018152375
1424,1,-0.98,-0.9087671247307891
1425,2,0.98,0.8388918957022738
1426,3,0.98,0.6688302824455575
1427,4,-0.98,-0.28992679496894863
1428,1,-0.98,-0.9024462661868499
1429,2,0.98,0.750444669034656
1430,3,0.98,0.7834209850184224
1431,4,-0.98,-0.16335942340007173
1432,1,-0.98,-0.913105320525506
1433,2,0.98,0.886212290690467
1434,3,0.98,0.7399110102793044
1435,4,-0.98,0.3122601638529412
1436,1,-0.98,-0.9071426443698637
1437,2,0.98,0.8632062528861006
1438,3,0.98,0.7211829542869924
1439,4,-0.98,-0.2879220710071044
1440,1,-0.98,-0.8912384600223054
1441,2,0.98,0.6057639585738152
1442,3,0.98,0.6768201449959313
1443,4,-0.98,0.11627708726676564
1444,1,-0.98,-0.8717292240328823
1445,2,0.98,0.9114868684310292
1446,3,0.98,0.6567338472057318
1447,4,-0.98,0.447662177324709
1448,1,-0.98,-0.91930313074491
1449,2,0.98,0.850072580969826
1450,3,0.98,0.6427333868419332
1451,4,-0.98,-0.15136178557790178
1452,1,-0.98,-0.9108713408402777
1453,2,0.98,0.8643342032021961
1454,3,0.98,0.6695836688072926
1455,4,-0.98,-0.24253656721053088
1456,1,-0.98,-0.8699558736141048
1457,2,0.98,0.6782543534092561
1458,3,0.98,0.668371559086485
1459,4,-0.98,-0.13460779348975266
1460,1,-0.98,-0.9101217136971799
1461,2,0.98,0.8257475230705671
1462,3,0.98,0.7040610149386511
1463,4,-0.98,-0.11125485779596088
1464,1,-0.98,-0.9017628719506844
1465,2,0.98,0.3935372104903511
1466,3,0.98,0.6576036423764589
1467,4,-0.98,-0.37214950574401257
1468,1,-0.98,-0.913755330436651
1469,2,0.98,0.7511451231017389
1470,3,0.98,0.659674674191089
1471,4,-0.98,-0.03753822255790813
1472,1,-0.98,-0.959123485587864
1473,2,0.98,0.831520906762704
1474,3,0.98,0.6394104672661817
1475,4,-0.98,0.1779650462780371
1476,1,-0.98,-0.9071801694781128
1477,2,0.98,0.8748280723995395
1478,3,0.98,0.7291213210136445
1479,4,-0.98,0.16263923338268815
1480,1,-0.98,-0.945251360316542
1481,2,0.98,0.47867794370790184
1482,3,0.98,0.7462626129327278
1483,4,-0.98,-0.08489784291374475
1484,1,-0.98,-0.8976656213246742
1485,2,0.98,0.8653118493051091
1486,3,0.98,0.6078337546752149
1487,4,-0.98,-0.1487253335181718
1488,1,-0.98,-0.8844207162025357
1489,2,0.98,0.3331903183900728
1490,3,0.98,0.5689488720721382
1491,4,-0.98,0.04070516137809514
1492,1,-0.98,-0.911747142749009
1493,2,0.98,0.614878407577911
1494,3,0.98,0.4553468895615927
1495,4,-0.98,-0.47941372865308896
1496,1,-0.98,-0.9311563084310893
1497,2,0.98,0.8433315522106797
1498,3,0.98,0.7183092942844563
1499,4,-0.98,-0.10865030465521745
1500,1,-0.98,-0.9185299824515903
1501,2,0.98,0.8561749933408818
1502,3,0.98,0.718578367673626
1503,4,-0.98,-0.1987262936811369
1504,1,-0.98,-0.9053514819662961
1505,2,0.98,0.707087994500979
1506,3,0.98,0.6048548559769447
1507,4,-0.98,-0.21460851395330352
1508,1,-0.98,-0.9145973337853763
1509,2,0.98,0.7364950778450223
1510,3,0.98,0.7380948904939102
1511,4,-0.98,-0.1467290145109577
1512,1,-0.98,-0.9157158590538109
1513,2,0.98,0.8674196059413876
1514,3,0.98,0.7433831064493133
1515,4,-0.98,0.47999967865452925
1516,1,-0.98,-0.9020806878170441
1517,2,0.98,0.6921485329850737
1518,3,0.98,0.5136165935732444
1519,4,-0.98,-0.17677432081175792
1520,1,-0.98,-0.922069478194574
1521,2,0.98,0.584964413375487
1522,3,0.98,0.7800591303216822
1523,4,-0.98,-0.2079526748567143
1524,1,-0.98,-0.8747472020307118
1525,2,0.98,0.6916128886230933
1526,3,0.98,0.7211272414696747
1527,4,-0.98,0.02181500329387094
1528,1,-0.98,-0.9008497655428557
1529,2,0.98,0.8640425499649281
1530,3,0.98,0.8087008746341899
1531,4,-0.98,0.1522602182828066
1532,1,-0.98,-0.9126916136384118
1533,2,0.98,0.8650581350714965
1534,3,0.98,0.7119206440992014
1535,4,-0.98,-0.4803393814527319
1536,1,-0.98,-0.9111165338504774
1537,2,0.98,0.8327979685720097
1538,3,0.98,0.7769842676190575
1539,4,-0.98,-0.24688121575376695
1540,1,-0.98,-0.9060751483730192
1541,2,0.98,0.8445508439857805
1542,3,0.98,0.6541449689194797
1543,4,-0.98,0.14703412222597828
1544,1,-0.98,-0.8873489191477004
1545,2,0.98,0.64685995865567
1546,3,0.98,0.7693145534002077
1547,4,-0.98,-0.2542404519281063
1548,1,-0.98,-0.8840686903152996
1549,2,0.98,0.8383332355503013
1550,3,0.98,0.5166645622291504
1551,4,-0.98,0.07799722369543417
1552,1,-0.98,-0.9012581985036473
1553,2,0.98,0.8391556461947167
1554,3,0.98,0.7426310323762687
1555,4,-0.98,0.4083426594705852
1556,1,-0.98,-0.9270691410489426
1557,2,0.98,0.2943401906904939
1558,3,0.98,0.7080479464625788
1559,4,-0.98,-0.44355125091332687
1560,1,-0.98,-0.9069107150940774
1561,2,0.98,0.7660255082683418
1562,3,0.98,0.7159996540813583
1563,4,-0.98,-0.3912068093477269
1564,1,-0.98,-0.900972413559195
1565,2,0.98,0.8151528879262077
1566,3,0.98,0.8127410946377922
1567,4,-0.98,0.42470255596983814
1568,1,-0.98,-0.9018539999867397
1569,2,0.98,0.8968005148676182
1570,3,0.98,0.6086744413018234
1571,4,-0.98,-0.24816258224827456
1572,1,-0.98,-0.9394093078841782
1573,2,0.98,0.9048551206720308
1574,3,0.98,0.7717174165541594
1575,4,-0.98,0.1924648713211536
1576,1,-0.98,-0.8807773719550743
1577,2,0.98,0.6234994985602434
1578,3,0.98,0.7682985379947889
1579,4,-0.98,0.12776036402834673
1580,1,-0.98,-0.9178754922436921
1581,2,0.98,0.7142672438595999
1582,3,0.98,0.6993291481842348
1583,4,-0.98,0.3339939627770373
1584,1,-0.98,-0.8870206157128749
1585,2,0.98,0.8872941046658837
1586,3,0.98,0.6724807761898025
1587,4,-0.98,-0.09480662001242482
1588,1,-0.98,-0.9103166847652393
1589,2,0.98,0.7399624719003758
1590,3,0.98,0.7440332009895034
1591,4,-0.98,0.011035617995059276
1592,1,-0.98,-0.9066528963790159
1593,2,0.98,0.631715428145431
1594,3,0.98,0.6905914560820626
1595,4,-0.98,0.05030797307335785
1596,1,-0.98,-0.8996263317772311
1597,2,0.98,0.3687827810799418
1598,3,0.98,0.736391626056824
1599,4,-0.98,0.3338432278857553
1600,1,-0.98,-0.8818489683754046
1601,2,0.98,0.886669803932616
1602,3,0.98,0.6302093825017844
1603,4,-0.98,-0.2522962772757369
1604,1,-0.98,-0.8860848436887646
1605,2,0.98,0.8121000384878253
1606,3,0.98,0.8487927413573966
1607,4,-0.98,0.21332577542366266
1608,1,-0.98,-0.9061880986501163
1609,2,0.98,0.8725294288418104
1610,3,0.98,0.7042174133359657
1611,4,-0.98,-0.20592420113523666
1612,1,-0.98,-0.9129176862034509
1613,2,0.98,0.8494092307359804
1614,3,0.98,0.5966172674219397
1615,4,-0.98,-0.25303054877431697
1616,1,-0.98,-0.8872443166294267
1617,2,0.98,0.8823223820034629
1618,3,0.98,0.7402859676430468
1619,4,-0.98,-0.0449745241233814
1620,1,-0.98,-0.902313239490818
1621,2,0.98,0.8663125227193407
1622,3,0.98,0.731708684644582
1623,4,-0.98,-0.18208719472402088
1624,1,-0.98,-0.8993658168122676
1625,2,0.98,0.848320676672524
1626,3,0.98,0.47993824357716003
1627,4,-0.98,0.20326528113290446
1628,1,-0.98,-0.8845156890956984
1629,2,0.98,0.8797410382529318
1630,3,0.98,0.6566705575317506
1631,4,-0.98,-0.557080592035828
1632,1,-0.98,-0.871012171754574
1633,2,0.98,0.8216376649390988
1634,3,0.98,0.5361925440952948
1635,4,-0.98,-0.1479999114208165
1636,1,-0.98,-0.9095498879985344
1637,2,0.98,0.6981354777010639
1638,3,0.98,0.6663781595804142
1639,4,-0.98,-0.033431864626960364
1640,1,-0.98,-0.867964594254155
1641,2,0.98,0.7672391493035118
1642,3,0.98,0.5233220875661796
1643,4,-0.98,0.16217235791959614
1644,1,-0.98,-0.9188222431136026
1645,2,0.98,0.8438158516497722
1646,3,0.98,0.6389113286689612
1647,4,-0.98,-0.2717031572690879
1648,1,-0.98,-0.9033336107660134
1649,2,0.98,0.8636298720345859
1650,3,0.98,0.4791680234219106
1651,4,-0.98,-0.2422846684322319
1652,1,-0.98,-0.8894925157700175
1653,2,0.98,0.804234781049005
1654,3,0.98,0.7381005660912351
1655,4,-0.98,-0.191061259800516
1656,1,-0.98,-0.891466133065246
1657,2,0.98,0.765961685324147
1658,3,0.98,0.5027589847096113
1659,4,-0.98,-0.31588557056094
1660,1,-0.98,-0.890177903020328
1661,2,0.98,0.8524907704595495
1662,3,0.98,0.6852489851695635
1663,4,-0.98,-0.326690171211187
1664,1,-0.98,-0.897213963024967
1665,2,0.98,0.7893501957981589
1666,3,0.98,0.35395113833498665
1667,4,-0.98,-0.6583023247564722
1668,1,-0.98,-0.9142295865936159
1669,2,0.98,0.8677220168286292
1670,3,0.98,0.7491827446546219
1671,4,-0.98,-0.3081756168951415
1672,1,-0.98,-0.8908138624663046
1673,2,0.98,0.8682828484376603
1674,3,0.98,0.6534104157430797
1675,4,-0.98,-0.14831454463952157
1676,1,-0.98,-0.8939976054438638
1677,2,0.98,0.8536789762531163
1678,3,0.98,0.7128490927164791
1679,4,-0.98,-0.2676109471919223
1680,1,-0.98,-0.8640961268979956
1681,2,0.98,0.7607309824098015
1682,3,0.98,0.6135857550403186
1683,4,-0.98,-0.31290827584271286
1684,1,-0.98,-0.9130854705693141
1685,2,0.98,0.8927111922982753
1686,3,0.98,0.6991392337092235
1687,4,-0.98,-0.5404460068599217
1688,1,-0.98,-0.8977356542781583
1689,2,0.98,0.4831644676045381
1690,3,0.98,0.7220632297560612
1691,4,-0.98,-0.36177582955182547
1692,1,-0.98,-0.9371477760870978
1693,2,0.98,0.8098609787755954
1694,3,0.98,0.6249133669024272
1695,4,-0.98,-0.48076737044171874
1696,1,-0.98,-0.8703649785860033
1697,2,0.98,0.8881864214330067
1698,3,0.98,0.7194973190962144
1699,4,-0.98,-0.6035794552089755
1700,1,-0.98,-0.8711179915424869
1701,2,0.98,0.8196484107271522
1702,3,0.98,0.6063600783855171
1703,4,-0.98,-0.14345511718195467
1704,1,-0.98,-0.8968915971289148
1705,2,0.98,0.060525983245030085
1706,3,0.98,0.37111938191188926
1707,4,-0.98,-0.3440305228516156
1708,1,-0.98,-0.869691972403245
1709,2,0.98,0.766135090554475
1710,3,0.98,0.4858085531906337
1711,4,-0.98,-0.6079792857546084
1712,1,-0.98,-0.904463260917128
1713,2,0.98,0.8160492500116004
1714,3,0.98,0.49847681155382745
1715,4,-0.98,-0.4283660111998852
1716,1,-0.98,-0.8902743019209661
1717,2,0.98,0.8568374388451807
1718,3,0.98,0.6692254506845255
1719,4,-0.98,-0.32341604055523515
1720,1,-0.98,-0.8565223125109498
1721,2,0.98,0.7881052047979509
1722,3,0.98,0.606465754777871
1723,4,-0.98,-0.4038973171667829
1724,1,-0.98,-0.8740046447294726
1725,2,0.98,0.8546899588703798
1726,3,0.98,0.5197129340849155
1727,4,-0.98,-0.5828131457641612
1728,1,-0.98,-0.820548539203684
1729,2,0.98,0.7848540998516701
1730,3,0.98,0.5916119192885109
1731,4,-0.98,-0.22870995745210135
1732,1,-0.98,-0.9044661255382468
1733,2,0.98,0.8282324117790252
1734,3,0.98,0.578705696101545
1735,4,-0.98,-0.6763624765590278
1736,1,-0.98,-0.8857459215996653
1737,2,0.98,0.6596476609625971
1738,3,0.98,0.5488812032423874
1739,4,-0.98,-0.018900950873610455
1740,1,-0.98,-0.8729085848482099
1741,2,0.98,0.7490511024717605
1742,3,0.98,0.6852660742969432
1743,4,-0.98,-0.3449244103003114
1744,1,-0.98,-0.881427301557643
1745,2,0.98,0.804200015304626
1746,3,0.98,0.6195895342245921
1747,4,-0.98,-0.7066408613756721
1748,1,-0.98,-0.8604963795784261
1749,2,0.98,0.8063269140242272
1750,3,0.98,0.6899522299235124
1751,4,-0.98,-0.5163167478954365
1752,1,-0.98,-0.7671137034284904
1753,2,0.98,0.7345006728236432
1754,3,0.98,0.7538753714011142
1755,4,-0.98,-0.5626726912964104
1756,1,-0.98,-0.910175460552916
1757,2,0.98,-0.4784463573103497
1758,3,0.98,0.5068140363267692
1759,4,-0.98,0.1748865827576668
1760,1,-0.98,-0.8615370746899065
1761,2,0.98,0.7918872100721703
1762,3,0.98,0.6417227820409116
1763,4,-0.98,0.05148668231864045
1764,1,-0.98,-0.9103214001226796
1765,2,0.98,0.6552060437945018
1766,3,0.98,0.5813905089888741
1767,4,-0.98,-0.38173851098612355
1768,1,-0.98,-0.9694176006931726
1769,2,0.98,0.7130937215010884
1770,3,0.98,0.44493222374285096
1771,4,-0.98,-0.42961834251666203
1772,1,-0.98,-0.8659572521754528
1773,2,0.98,0.865644641244849
1774,3,0.98,0.6761622890807563
1775,4,-0.98,-0.38829682798271437
1776,1,-0.98,-0.6715831318688051
1777,2,0.98,0.5708030195588797
1778,3,0.98,0.8543757956763633
1779,4,-0.98,-0.2616122086602559
1780,1,-0.98,-0.8850869117284694
1781,2,0.98,0.22136032082750978
1782,3,0.98,0.6506421848095376
1783,4,-0.98,-0.7192849969097589
1784,1,-0.98,-0.8858180054543742
1785,2,0.98,0.8073453253853312
1786,3,0.98,0.7507188990723939
1787,4,-0.98,-0.564303159867209
1788,1,-0.98,-0.92244179767859
1789,2,0.98,0.6507288541458793
1790,3,0.98,0.7608081434889377
1791,4,-0.98,-0.5834048761595393
1792,1,-0.98,-0.8668781623182119
1793,2,0.98,0.7335319084772812
1794,3,0.98,0.5915731995921305
1795,4,-0.98,-0.5917740428906405
1796,1,-0.98,-0.9000339636217073
1797,2,0.98,0.8413710359171577
1798,3,0.98,0.6407801848501207
1799,4,-0.98,-0.5321806430022812
1800,1,-0.98,-0.8895395531501684
1801,2,0.98,0.4242067117025635
1802,3,0.98,0.6459235187582353
1803,4,-0.98,-0.5779712416209635
1804,1,-0.98,-0.8341911493702165
1805,2,0.98,0.6875861940648905
1806,3,0.98,0.6979249766325629
1807,4,-0.98,-0.19540209949123646
1808,1,-0.98,-0.8909050285205761
1809,2,0.98,0.7444657292901291
1810,3,0.98,0.7571935999022343
1811,4,-0.98,-0.5509281335192041
1812,1,-0.98,-0.8606280419836728
1813,2,0.98,0.5747698103288634
1814,3,0.98,0.5534115108831049
1815,4,-0.98,-0.3904561252189998
1816,1,-0.98,-0.8713679768893587
1817,2,0.98,0.7752480695824597
1818,3,0.98,0.6801490868399976
1819,4,-0.98,-0.760270003193498
1820,1,-0.98,-0.8959601528674677
1821,2,0.98,0.8120965002480406
1822,3,0.98,0.6546113008774977
1823,4,-0.98,-0.2994639559087967
1824,1,-0.98,-0.9421549897058565
1825,2,0.98,0.8224708890268422
1826,3,0.98,0.68478605267547
1827,4,-0.98,-0.5382589844819966
1828,1,-0.98,-0.893811946778166
1829,2,0.98,0.8351255703710462
1830,3,0.98,0.6934974424758912
1831,4,-0.98,-0.8178567705847279
1832,1,-0.98,-0.8901090882850455
1833,2,0.98,0.5261734825711611
1834,3,0.98,0.7312892563771692
1835,4,-0.98,-0.6281425758027802
1836,1,-0.98,-0.8673818202449752
1837,2,0.98,0.8271777141886351
1838,3,0.98,0.8027546970161514
1839,4,-0.98,-0.5572152517169661
1840,1,-0.98,-0.9138253306863316
1841,2,0.98,0.794602423540672
1842,3,0.98,0.32584263247867
1843,4,-0.98,-0.6735154947942004
1844,1,-0.98,-0.8855349046161569
1845,2,0.98,0.8613292624569555
1846,3,0.98,0.733433047685111
1847,4,-0.98,-0.4999869076839632
1848,1,-0.98,-0.887515448534744
1849,2,0.98,0.7910736915544905
1850,3,0.98,0.7078415834468861
1851,4,-0.98,-0.38217049280994014
1852,1,-0.98,-0.8780187905423391
1853,2,0.98,0.5805098655791948
1854,3,0.98,0.7804317866036383
1855,4,-0.98,-0.37877969276158807
1856,1,-0.98,-0.8654986537200886
1857,2,0.98,0.7750485747245697
1858,3,0.98,0.5834195867604353
1859,4,-0.98,-0.33852339199040654
1860,1,-0.98,-0.9520908754989642
1861,2,0.98,0.7927129725445454
1862,3,0.98,0.5198232644314137
1863,4,-0.98,-0.6389984418222152
1864,1,-0.98,-0.9026107765141174
1865,2,0.98,0.4827667556899892
1866,3,0.98,0.6435258938425882
1867,4,-0.98,-0.31534531370495905
1868,1,-0.98,-0.8932378545810133
1869,2,0.98,0.7960677769750989
1870,3,0.98,0.671660390637433
1871,4,-0.98,-0.31975857279530595
1872,1,-0.98,-0.8975061577669668
1873,2,0.98,0.8629089693815073
1874,3,0.98,0.7039563585707423
1875,4,-0.98,-0.6090346291552837
1876,1,-0.98,-0.9057084170628963
1877,2,0.98,0.7887020933260345
1878,3,0.98,0.6773589901190076
1879,4,-0.98,-0.7642833576940317
1880,1,-0.98,-0.9075807071968016
1881,2,0.98,0.8173580524310812
1882,3,0.98,0.4956392472248258
1883,4,-0.98,-0.7355198003284305
1884,1,-0.98,-0.876660032147808
1885,2,0.98,0.7103393753129882
1886,3,0.98,0.7122213127809707
1887,4,-0.98,-0.12521763574844055
1888,1,-0.98,-0.9232343454530776
1889,2,0.98,0.44947416935550144
1890,3,0.98,0.7392905610036004
1891,4,-0.98,-0.6888600200565337
1892,1,-0.98,-0.9165185773148734
1893,2,0.98,0.660218818093337
1894,3,0.98,0.7436830899675358
1895,4,-0.98,-0.7266181401542118
1896,1,-0.98,-0.8828504585718503
1897,2,0.98,0.6005680314438785
1898,3,0.98,0.6547946967199338
1899,4,-0.98,-0.31926303287136365
1900,1,-0.98,-0.8812357352435425
1901,2,0.98,0.6781944456342207
1902,3,0.98,0.7353392827074566
1903,4,-0.98,-0.38920044505775814
1904,1,-0.98,-0.9138798935199451
1905,2,0.98,0.8263263434063012
1906,3,0.98,0.6697802291351352
1907,4,-0.98,-0.44478146595245405
1908,1,-0.98,-0.9086635264222636
1909,2,0.98,0.9067632585449154
1910,3,0.98,0.7397535586861802
1911,4,-0.98,-0.5800587872703473
1912,1,-0.98,-0.9320799923046786
1913,2,0.98,0.8395856503254971
1914,3,0.98,0.6286215408514966
1915,4,-0.98,-0.6571911570511261
1916,1,-0.98,-0.9496182041189103
1917,2,0.98,0.8087655004728703
1918,3,0.98,0.8034774285013103
1919,4,-0.98,-0.6083299954186767
1920,1,-0.98,-0.9208705011731854
1921,2,0.98,0.8416795989359989
1922,3,0.98,0.7769020104216952
1923,4,-0.98,-0.6920802483427063
1924,1,-0.98,-0.9117038241733723
1925,2,0.98,0.6922871640933819
1926,3,0.98,0.6779853570467473
1927,4,-0.98,-0.19880529340960407
1928,1,-0.98,-0.9381690561513673
1929,2,0.98,0.8132785594829074
1930,3,0.98,0.6035238221840047
1931,4,-0.98,-0.7375630149230445
1932,1,-0.98,-0.8781206545779794
1933,2,0.98,0.8519321541896333
1934,3,0.98,0.6900242945543422
1935,4,-0.98,-0.7576531657564711
1936,1,-0.98,-0.9225228926438267
1937,2,0.98,0.8409245480085834
1938,3,0.98,0.562420433994906
1939,4,-0.98,-0.6430170189878418
1940,1,-0.98,-0.9298362994103526
1941,2,0.98,0.8781433646279284
1942,3,0.98,0.7173761018947692
1943,4,-0.98,-0.5943296065192833
1944,1,-0.98,-0.915316982480395
1945,2,0.98,0.6909498698074296
1946,3,0.98,0.7347997197332633
1947,4,-0.98,-0.7650608273357506
1948,1,-0.98,-0.913586877312265
1949,2,0.98,0.8760672887303875
1950,3,0.98,0.6877377888478285
1951,4,-0.98,-0.3274263156045542
1952,1,-0.98,-0.9125995407854336
1953,2,0.98,0.9111477039958275
1954,3,0.98,0.751344308895928
1955,4,-0.98,-0.6862932016236631
1956,1,-0.98,-0.9116754995399238
1957,2,0.98,0.8177669179325284
1958,3,0.98,0.6681268417334695
1959,4,-0.98,-0.655887830714182
1960,1,-0.98,-0.9297058804850098
1961,2,0.98,0.7846836400847291
1962,3,0.98,0.7122943668517498
1963,4,-0.98,-0.6609521436497343
1964,1,-0.98,-0.9009892781401626
1965,2,0.98,0.8301894905438345
1966,3,0.98,0.8082132129581767
1967,4,-0.98,-0.5396780399305594
1968,1,-0.98,-0.8996892785185545
1969,2,0.98,0.8363905625886732
1970,3,0.98,0.7056925965713285
1971,4,-0.98,-0.6243007398730961
1972,1,-0.98,-0.8926392211096098
1973,2,0.98,0.5328985654037238
1974,3,0.98,0.8301064939103888
1975,4,-0.98,-0.7629616833391891
1976,1,-0.98,-0.9061296289147909
1977,2,0.98,0.8442229458634072
1978,3,0.98,0.7970543919111354
1979,4,-0.98,-0.7112878200589233
1980,1,-0.98,-0.9267500174668358
1981,2,0.98,0.5997324432883271
1982,3,0.98,0.7563674061898644
1983,4,-0.98,-0.4404108328989182
1984,1,-0.98,-0.9158850367408272
1985,2,0.98,0.6896350984474922
1986,3,0.98,0.6441104485256058
1987,4,-0.98,-0.7126932026868091
1988,1,-0.98,-0.9200013756422978
1989,2,0.98,0.8366659624625747
1990,3,0.98,0.7767754631986934
1991,4,-0.98,-0.7507512501329415
1992,1,-0.98,-0.9432501647119724
1993,2,0.98,0.8478822880307997
1994,3,0.98,0.737240753019882
1995,4,-0.98,-0.6248319878480355
1996,1,-0.98,-0.8730108214685663
1997,2,0.98,0.8359714259183257
1998,3,0.98,0.819082300893752
1999,4,-0.98,-0.5339734564886651
2000,1,-0.98,-0.9220998251139194
